name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
bulbasaur,0,62,17,41,20,5,72,50,15,100,100,1,100,100,5,43,16,1,81,41,36,13,55,14,77,91,51,24,59,26,6,55,27,4,79,14,11,1,68,63,29,5,23,14,1,15,5,35,13,64,42,75,32,62,25,37,8,2,0,84,61,12,0,26,7,55,34,13,47,19,4,90,51,46,46,22,19,5,90,32,41,10,14,27,6,54,23,38,15,57,42,7,4,2,84,72,34,41,42,45,17,72,0,70,40,36,1,47,11,7,67,48,93,50,3,84,95,55,28,74,68,50,11,14,48,0,0,21,100,7,16,63,25,56,39,5,50,81,49,66,44,4,3,0,0,0,41,24,8,6,21
ivysaur,33,0,22,54,27,3,73,62,18,100,100,5,100,100,15,47,17,2,87,44,50,18,78,18,92,98,55,16,63,39,5,68,29,2,75,28,14,4,64,62,60,5,31,24,6,18,2,47,33,77,29,66,36,73,26,41,9,9,1,82,65,16,0,26,10,53,27,23,42,22,8,93,54,53,45,25,29,9,90,35,55,10,24,35,17,51,23,58,30,54,12,8,5,1,77,86,46,59,15,51,20,45,0,65,38,56,6,53,8,5,55,26,96,35,5,91,93,60,31,76,61,57,26,26,40,8,4,16,100,3,21,77,52,57,47,5,56,82,57,72,38,1,10,0,1,1,39,26,18,6,36
venusaur,81,74,0,83,63,26,98,93,50,100,100,18,100,100,57,53,39,12,99,88,92,49,96,69,100,100,84,60,90,86,48,96,87,14,93,52,42,2,92,92,89,29,68,68,35,70,28,80,47,95,74,95,76,90,67,73,33,33,2,96,89,56,0,57,13,82,57,50,84,70,49,98,86,86,64,55,65,45,98,60,73,50,65,80,52,71,64,79,66,86,47,19,6,2,98,95,84,83,66,87,59,87,9,90,68,91,23,90,52,31,88,66,100,73,33,100,100,88,75,97,95,83,44,72,92,10,11,60,100,13,61,90,85,91,89,50,78,96,89,93,81,14,19,0,0,2,85,71,31,20,67
charmander,58,43,14,0,36,3,11,3,0,98,100,16,100,100,31,61,24,2,82,26,82,30,76,30,76,56,33,3,70,35,2,68,33,0,50,3,31,4,43,31,80,16,56,44,24,67,46,90,54,25,1,58,27,47,4,26,4,24,0,28,1,0,0,38,9,33,11,5,80,54,32,37,4,5,2,0,42,10,48,1,53,22,32,56,15,20,4,47,11,44,15,13,7,0,19,70,18,23,2,42,5,70,8,32,4,11,5,27,26,9,7,1,81,65,0,41,21,22,5,25,0,48,41,23,19,14,14,10,100,0,4,78,50,3,18,9,50,2,0,0,0,0,0,0,0,1,49,17,4,1,21
charmeleon,79,70,35,64,0,21,41,17,1,100,100,45,100,100,65,73,45,14,99,56,98,59,90,53,90,85,55,12,75,65,26,88,72,6,71,21,61,10,71,64,92,27,90,77,46,85,68,95,68,63,22,83,55,79,19,76,25,46,5,51,16,1,0,49,17,60,37,18,91,81,61,79,14,19,5,1,69,42,78,6,70,44,63,91,44,50,25,68,32,66,43,35,12,2,49,86,50,46,18,75,32,80,23,63,15,28,32,51,43,32,20,3,91,82,9,67,34,44,24,44,4,81,57,44,45,31,28,32,100,0,7,84,76,17,46,37,79,10,1,10,0,1,1,14,2,16,76,57,16,10,28
charizard,95,96,71,97,79,0,91,64,27,100,100,73,100,100,98,81,71,43,100,81,100,92,100,81,99,93,82,53,98,85,59,100,93,62,93,47,69,26,95,86,99,79,100,100,98,96,80,99,97,100,89,100,81,97,80,95,69,76,24,96,74,26,48,78,60,92,77,52,99,98,95,100,65,56,34,14,97,79,95,38,89,77,90,99,86,71,54,89,62,86,57,52,42,13,73,99,89,71,42,94,68,96,47,89,73,96,60,80,74,63,57,31,96,94,37,94,92,79,55,99,59,97,81,83,72,80,43,70,100,12,44,87,95,59,91,79,99,54,4,47,13,16,24,59,39,63,97,90,65,46,58
squirtle,27,22,2,89,59,9,0,31,0,100,100,18,100,100,52,68,44,5,97,68,99,60,96,50,76,49,76,13,97,65,19,91,66,11,85,3,64,19,95,66,92,31,15,10,6,73,43,92,61,82,38,92,59,73,17,51,6,53,11,78,39,0,0,33,14,71,19,6,71,32,15,87,27,71,59,23,82,65,91,8,37,4,50,88,55,73,20,81,14,95,17,17,5,0,99,94,53,47,7,75,14,31,0,87,42,27,6,79,50,2,80,47,90,57,6,89,85,64,16,68,34,81,44,31,25,62,5,40,100,1,5,76,53,16,27,53,72,75,9,33,6,5,2,0,0,63,45,45,6,3,22
wartortle,49,35,6,97,82,36,69,0,4,100,100,43,100,100,76,74,48,18,100,85,100,91,99,75,82,68,95,41,100,93,56,100,96,34,92,18,64,20,98,96,100,61,27,26,15,90,62,100,85,95,62,99,89,99,31,72,33,60,21,92,74,7,0,64,27,86,60,31,93,63,32,96,55,91,83,46,97,87,99,30,73,25,74,98,77,86,52,89,40,94,57,25,8,1,100,99,83,92,40,91,44,52,3,97,76,65,25,91,74,24,92,66,99,84,21,98,98,85,51,88,84,98,71,66,42,76,16,69,100,4,20,94,92,41,54,72,93,96,39,75,17,38,5,9,0,97,89,67,20,18,40
blastoise,82,80,42,100,99,73,100,96,0,100,100,63,100,100,97,83,74,39,100,100,100,100,100,99,99,93,99,95,100,99,100,100,99,87,96,66,85,37,100,100,100,93,80,55,36,100,95,99,100,100,91,100,99,100,92,99,84,77,33,99,96,73,0,58,45,97,97,78,97,95,79,100,92,98,91,85,100,100,100,94,100,76,100,100,97,96,100,99,77,95,95,24,13,2,100,100,99,99,93,100,99,84,52,100,99,97,90,99,98,86,98,89,99,99,50,100,100,100,97,97,100,100,98,94,84,92,51,99,100,32,88,98,100,95,93,98,100,100,95,100,56,67,62,66,25,100,97,98,74,50,79
caterpie,0,0,0,2,0,0,0,0,0,0,93,0,72,97,0,1,0,0,12,0,13,0,6,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0,12,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,37,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,99,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10
metapod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
butterfree,54,45,26,33,13,1,24,8,0,55,55,0,71,74,37,45,27,9,59,25,49,18,68,43,45,28,40,12,63,54,16,74,57,20,35,13,25,3,42,28,56,35,55,53,48,51,23,50,56,58,44,49,31,48,9,62,25,21,1,37,31,10,0,12,4,65,45,29,70,57,46,45,35,42,27,13,37,18,31,7,32,4,29,53,25,20,7,64,32,54,22,49,47,17,54,16,8,62,17,44,8,34,1,50,20,49,9,28,63,36,36,24,19,54,2,60,47,46,14,51,11,19,21,2,11,8,10,20,76,2,8,27,40,17,17,17,35,42,25,48,20,2,1,0,1,4,55,25,17,5,6
weedle,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,1,1,0,2,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,45,1,0,0,4,24,0,0,0,0,0,17,8,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,25,0,0,0,4,0,1,0,0,0,0,81,29,0,0,1,0,0,0,0,11,1,0,0,0,0,0,96,0,0,90,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,9
kakuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
